ID,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
1214,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,13.1,8.7,11.1,25,260
1215,BMW,540i xDRIVE,MID-SIZE,3.0,6,AS8,Z,11.4,7.8,9.8,29,228
1216,KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,9.6,7.3,8.6,33,203
1217,VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,10.8,9.5,10.2,28,239
1218,GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16,288
1219,HYUNDAI,Kona AWD,SUV - SMALL,1.6,4,AM7,X,9.0,8.0,8.6,33,201
1220,KIA,FORTE,MID-SIZE,1.8,4,AS6,X,8.9,6.1,7.6,37,179
1221,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,X,10.1,7.8,9.0,31,213
1222,CHEVROLET,EXPRESS 1500 CARGO,VAN - CARGO,4.3,6,A4,X,17.1,12.7,15.1,19,347
1223,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.8,11.5,13.8,20,326
1224,FORD,F-150 Raptor 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.3,13.1,14.3,20,336
1225,JEEP,NEW COMPASS,SUV - SMALL,2.4,4,M6,X,10.4,7.3,9.0,31,211
1226,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,18.4,13.3,16.1,18,370
1227,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209
1228,BMW,M850i xDrive Gran Coupe,MID-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290
1229,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.9,10.2,11.7,24,274
1230,HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,M6,X,10.3,7.9,9.2,31,218
1231,AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4,AS8,Z,11.2,8.4,9.9,29,232
1232,INFINITI,Q50S AWD,MID-SIZE,3.0,6,AS7,Z,12.9,9.0,11.1,25,262
1233,ACURA,MDX SH-AWD A-SPEC,SUV - SMALL,3.5,6,AS9,Z,12.2,9.5,11.0,26,258
1234,PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,18.0,11.9,,19,358
1235,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.5,9.1,11.5,25,270
1236,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
1237,FIAT,500X,SUV - SMALL,1.4,4,M6,X,9.5,,8.3,34,194
1238,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.3,13.0,15.4,18,360
1239,RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.1,8.8,10.6,27,286
1240,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.6,7.4,38,174
1241,CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,285
1242,JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.2,21,304
1243,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.2,12.9,15.3,18,358
1244,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,M6,Z,15.3,9.9,12.9,22,302
1245,DODGE,CHALLENGER GT AWD,MID-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258
1246,BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.1,,9.6,29,224
1247,JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.7,8.9,32,209
1248,MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.1,12.8,15.2,19,350
1249,MINI,COOPER COUNTRYMAN ALL4,STATION WAGON - SMALL,1.5,3,AS8,Z,10.3,7.9,9.2,31,215
1250,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.0,14.9,18.8,15,441
1251,VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.4,8.0,35,187
1252,FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6,AS10,X,14.9,11.2,13.2,21,311
1253,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,13.4,9.5,11.6,24,267
1254,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS6,X,8.4,6.4,7.5,38,176
1255,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,9.4,7.3,8.4,34,198
1256,LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2.0,4,AS9,Z,12.0,8.5,10.4,27,243
1257,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.5,9.1,9.9,29,265
1258,ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,11.0,26,261
1259,GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6,A4,X,,12.7,15.1,19,347
1260,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.3,,13.3,21,313
1261,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,,31,217
1262,VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,,29,225
1263,PORSCHE,Boxster,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229
1264,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,23.9,18.5,21.5,13,344
1265,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,318
1266,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.1,16,416
1267,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,E,23.3,16.1,20.1,14,322
1268,BMW,M5 Competition,MID-SIZE,4.4,8,AS8,Z,16.0,11.2,13.9,20,324
1269,BMW,X3 M Competition,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339
1270,LAMBORGHINI,AVENTADOR ROADSTER LP 740,TWO-SEATER,6.5,12,AM7,Z,23.9,14.5,19.7,14,461
1271,MINI,Cooper S Clubman ALL4,MID-SIZE,2.0,4,M6,Z,11.4,7.7,9.7,29,227
1272,ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,356
1273,BMW,M235i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.8,8.1,10.2,28,235
1274,MERCEDES-BENZ,Maybach S 650,FULL-SIZE,6.0,12,A7,Z,18.4,11.1,15.1,19,355
1275,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.0,15.0,18.3,15,309
1276,MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,A9,Z,11.0,7.3,9.4,30,219
1277,AUDI,TT COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,X,10.1,7.8,9.1,31,209
1278,BMW,M235i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,12.0,7.9,10.2,28,238
1279,MERCEDES-BENZ,A 220 4MATIC,SUBCOMPACT,2.0,4,AM7,Z,9.6,,8.5,33,199
1280,ALFA ROMEO,4C,TWO-SEATER,1.8,4,AM6,Z,9.7,,8.4,34,193
1281,MAZDA,CX-5 Turbo 4WD,SUV - SMALL,2.5,4,AS6,X,10.8,8.7,9.8,29,230
1282,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,10.4,7.4,,31,207
1283,CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,AS6,Z,19.9,13.0,16.8,17,386
1284,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,AS7,Z,11.1,8.1,9.8,29,225
1285,KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS6,X,13.4,10.0,11.8,24,271
1286,LEXUS,UX 200,MID-SIZE,2.0,4,AS10,X,8.0,6.3,7.2,39,168
1287,VOLVO,XC90 T5,SUV - STANDARD,2.0,4,AS8,Z,10.6,9.1,10.0,28,232
1288,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,8.4,5.9,7.3,39,168
1289,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.0,17,283
1290,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.2,,24,275
1291,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.6,14.2,17.2,16,284
1292,ASTON MARTIN,DB11 AMR,MINICOMPACT,5.2,12,A8,Z,15.5,10.6,13.3,21,312
1293,AUDI,TT Roadster quattro,TWO-SEATER,2.0,4,AM7,X,10.3,7.7,9.2,31,213
1294,PORSCHE,PANAMERA S,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.3,25,260
1295,FORD,EDGE AWD,SUV - SMALL,2.0,4,AS6,X,11.9,8.6,10.4,27,244
1296,MERCEDES-BENZ,AMG CLA 45,COMPACT,2.0,4,AS7,Z,10.2,7.7,9.1,31,214
1297,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,E,,13.7,16.5,17,264
1298,VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2.0,4,AM6,D,7.6,5.6,6.7,42,180
1299,FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,E,13.7,11.1,12.5,23,208
1300,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,,23,295
1301,HYUNDAI,GENESIS AWD,FULL-SIZE,5.0,8,AS8,Z,17.3,10.5,14.2,20,332
1302,ASTON MARTIN,DB11 V8,MINICOMPACT,4.0,8,A8,Z,13.0,9.8,11.5,25,271
1303,TOYOTA,Sequoia 4WD,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4,17,384
1304,MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,15.3,10.2,13.0,22,305
1305,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.8,12.6,,18,256
1306,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.5,8.4,10.1,28,236
1307,PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7,26,246
1308,CHEVROLET,CAMARO SS,COMPACT,6.2,8,M6,Z,15.0,9.9,12.7,22,292
1309,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,251
1310,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.5,9.0,10.9,26,257
1311,BMW,M4 Coupe,COMPACT,3.0,6,M6,Z,13.4,9.6,11.7,24,273
1312,CHEVROLET,Suburban,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
1313,CADILLAC,ATS AWD,COMPACT,2.0,4,AS8,Z,10.8,7.9,9.5,30,222
1314,KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,11.4,8.3,10.0,28,231
1315,TOYOTA,Highlander Hybrid AWD,SUV - STANDARD,2.5,4,AV,X,6.7,6.8,6.7,42,158
1316,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,25,263
1317,PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,8,A8,Z,16.7,11.5,14.4,20,338
1318,NISSAN,Armada 4WD,SUV - STANDARD,5.6,8,AS7,X,17.7,12.9,,18,364
1319,BMW,Z4 sDrive30i,TWO-SEATER,2.0,4,AS8,Z,9.5,7.4,8.5,33,200
1320,BMW,750i xDrive Sedan,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290
1321,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.0,14.2,16.3,17,383
1322,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.6,15.1,18.7,15,306
1323,FORD,ESCAPE AWD,SUV - SMALL,1.5,4,AS6,X,10.7,8.3,9.6,29,226
1324,JAGUAR,E-PACE P250,SUV - SMALL,2.0,4,AS9,Z,11.0,8.4,9.8,29,231
1325,CHEVROLET,Silverado 4WD Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.5,,14.9,19,350
1326,AUDI,A3,SUBCOMPACT,1.8,4,AM6,Z,10.0,7.1,8.7,32,200
1327,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,AS8,Z,,8.4,10.3,27,237
1328,VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,X,10.8,7.8,9.4,30,220
1329,SUBARU,WRX STI AWD TYPE RA,COMPACT,2.5,4,M6,Z,14.3,,12.8,22,296
1330,JEEP,Grand Cherokee 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,,11.3,25,265
1331,RAM,1500 4X4 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.3,11.1,12.9,22,302
1332,PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,11.8,8.1,10.1,28,237
1333,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,X,,8.1,10.7,26,250
1334,VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,10.8,7.6,9.3,30,218
1335,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,X,17.7,14.4,,17,373
1336,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,,12.6,22,290
1337,SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,10.2,8.6,9.5,30,223
1338,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,A7,Z,18.6,10.9,15.1,19,356
1339,BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,AS9,X,13.8,9.4,11.8,24,277
1340,FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,16.9,11.0,14.2,20,334
1341,JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.2,31,212
1342,TOYOTA,Highlander AWD,SUV - SMALL,3.5,6,AS8,X,11.7,8.6,10.3,27,240
1343,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,10.2,8.2,9.3,30,217
1344,MERCEDES-BENZ,AMG S 63 4MATIC+,FULL-SIZE,4.0,8,A9,Z,14.1,8.9,11.8,24,275
1345,JEEP,Compass,SUV - SMALL,2.4,4,M6,X,10.4,7.3,9.0,31,211
1346,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.9,10.9,13.1,22,307
1347,VOLVO,V60 POLESTAR,STATION WAGON - SMALL,3.0,6,AS6,X,13.0,9.0,11.2,25,259
1348,RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,11.6,14.1,20,330
1349,MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,12.1,8.6,10.5,27,242
1350,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.1,9.3,10.8,26,254
1351,MERCEDES-BENZ,Maybach S 560 4MATIC,FULL-SIZE,4.0,8,A9,Z,14.4,9.5,12.2,23,286
1352,BENTLEY,CONTINENTAL GT,COMPACT,6.0,12,AS8,Z,18.9,11.2,,18,360
1353,MINI,Cooper S Convertible,MINICOMPACT,2.0,4,AM7,Z,9.2,6.9,8.1,35,191
1354,TOYOTA,Highlander AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242
1355,AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.3,8.0,9.8,29,225
1356,BMW,Z4 sDRIVE35is,TWO-SEATER,3.0,6,AM7,Z,13.7,10.1,12.1,23,278
1357,BMW,435i xDRIVE COUPE,COMPACT,3.0,6,M6,Z,12.0,8.3,10.3,27,237
1358,MINI,Cooper S 3 Door,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197
1359,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,M6,X,11.2,8.7,10.1,28,237
1360,LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2.0,4,AS9,Z,12.0,9.2,10.7,26,252
1361,GMC,ACADIA AWD,SUV - STANDARD,2.5,4,A6,X,11.2,9.4,10.4,27,243
1362,CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.6,13.0,,19,350
1363,AUDI,Q3,COMPACT,2.0,4,AS6,Z,11.9,8.4,10.3,27,243
1364,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,292
1365,BMW,528i xDRIVE SEDAN,MID-SIZE,2.0,4,AS8,Z,10.6,7.2,9.1,31,209
1366,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,14.9,10.4,12.9,22,297
1367,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,AV7,X,8.3,,7.5,38,174
1368,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.0,14.2,18.0,16,414
1369,TOYOTA,Prius,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.4,64,105
1370,HONDA,CR-V,SUV - SMALL,2.4,4,AV,X,8.6,6.9,7.8,36,179
1371,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.5,9.1,11.5,25,270
1372,FORD,Ranger 4WD,PICKUP TRUCK - STANDARD,2.3,4,AS10,X,11.8,9.8,10.9,26,256
1373,CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS8,X,12.8,8.7,11.0,26,257
1374,NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,9.4,8.1,,32,208
1375,VOLKSWAGEN,Tiguan 4MOTION,SUV - SMALL,2.0,4,AS8,X,11.1,,9.8,29,228
1376,BMW,M235i COUPE,SUBCOMPACT,3.0,6,AS8,Z,,8.1,10.2,28,235
1377,BMW,230i CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.0,7.2,8.7,32,207
1378,MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8,AS7,Z,15.6,10.3,13.2,21,304
1379,DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,X,13.2,8.7,,25,258
1380,MERCEDES-BENZ,AMG GT ROADSTER,TWO-SEATER,4.0,8,AM7,Z,14.7,11.0,13.0,22,304
1381,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,16.2,12.3,14.5,19,337
1382,MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.2,,8.9,32,210
1383,BUICK,REGAL,MID-SIZE,2.0,4,AS6,Z,11.4,7.9,9.8,29,225
1384,ALFA ROMEO,4C Spider,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
1385,PORSCHE,Panamera 4S,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261
1386,MAZDA,Mazda6,MID-SIZE,2.5,4,AS6,X,9.0,6.7,8.0,35,188
1387,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS6,X,8.4,6.4,7.5,38,174
1388,BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
1389,JEEP,Wrangler 4X4,SUV - SMALL,2.0,4,A8,X,10.7,9.8,10.3,27,241
1390,LEXUS,RC 200t,SUBCOMPACT,2.0,4,AS8,Z,10.6,7.4,9.0,31,214
1391,BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.2,7.8,9.7,29,227
1392,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.9,12.7,17.2,16,403
1393,CHEVROLET,Malibu,MID-SIZE,1.5,4,AV,X,8.2,6.6,7.5,38,189
1394,MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,AS8,Z,10.2,7.6,9.0,31,212
1395,LAND ROVER,Range Rover Sport SVR,SUV - STANDARD,5.0,8,AS8,Z,16.2,12.0,14.3,20,336
1396,CADILLAC,ATS,COMPACT,3.6,6,AS8,X,11.6,8.0,10.0,28,234
1397,VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,11.3,8.5,10.0,28,233
1398,TOYOTA,Tacoma,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25,263
1399,DODGE,Durango AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265
1400,BMW,M240i Coupe,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231
1401,PORSCHE,PANAMERA 4 EXECUTIVE,FULL-SIZE,3.0,6,AM8,Z,11.3,8.6,10.1,28,235
1402,FORD,ESCAPE,SUV - SMALL,1.5,4,AS6,X,10.2,7.8,9.1,31,214
1403,DODGE,DART,MID-SIZE,2.0,4,M6,X,9.4,6.5,8.1,35,186
1404,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Z,14.2,8.7,11.7,24,273
1405,AUDI,Q7 TDI (modified),SUV - STANDARD,3.0,6,AS8,D,12.4,8.7,10.7,26,290
1406,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.1,10.8,26,253
1407,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,9.1,7.7,8.5,33,199
1408,NISSAN,XTERRA 4WD,SUV - SMALL,4.0,6,M6,X,16.0,12.3,14.4,20,331
1409,HYUNDAI,Kona,SUV - SMALL,2.0,4,AS6,X,8.6,7.0,7.9,36,186
1410,MERCEDES-BENZ,S 400 4MATIC SWB,MID-SIZE,3.0,6,AS7,Z,12.6,8.6,10.8,26,253
1411,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,AS6,Z,9.2,7.0,8.2,34,189
1412,BMW,M8 Gran Coupe Competition,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322
1413,BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,A6,X,16.1,10.8,13.7,21,323
1414,BMW,X3 xDRIVE28i,SUV - SMALL,2.0,4,A8,Z,11.2,8.5,10.0,28,230
1415,HYUNDAI,Kona AWD,SUV - SMALL,2.0,4,AS6,X,9.2,7.8,8.6,33,202
1416,RAM,1500 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22,290
1417,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,17.5,10.7,14.5,19,334
1418,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,323
1419,PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,3.6,6,A8,Z,13.6,10.2,12.1,23,281
1420,ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362
1421,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,13.6,16.8,17,279
1422,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,267
1423,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,177
1424,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.9,,13.9,20,327
1425,AUDI,A4 allroad quattro,STATION WAGON - SMALL,2.0,4,AM7,Z,10.7,8.0,9.5,30,221
1426,PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246
1427,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,9.8,7.2,8.7,32,204
1428,LEXUS,IS 250 AWD,COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27,239
1429,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A6,Z,16.2,11.4,14.0,20,322
1430,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.2,8.9,10.7,26,246
1431,LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS6,X,12.3,9.3,10.9,26,256
1432,MITSUBISHI,Mirage,COMPACT,1.2,3,AV,X,6.6,5.6,6.2,46,143
1433,MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,35,189
1434,FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,X,11.1,8.1,9.7,29,229
1435,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
1436,LEXUS,UX 250h,COMPACT,2.0,4,AV6,X,5.5,5.7,5.6,50,130
1437,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,13.9,,12.2,23,287
1438,VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AS6,Z,11.7,9.6,10.7,26,256
1439,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.7,11.6,24,274
1440,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.7,12.6,22,296
1441,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.2,6.0,7.2,39,170
1442,HONDA,HR-V AWD,SUV - SMALL,1.8,4,AV7,X,8.8,7.2,,35,190
1443,PORSCHE,PANAMERA 4 ST,FULL-SIZE,3.0,6,AM8,Z,11.5,9.0,10.4,27,242
1444,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,317
1445,AUDI,A8L,FULL-SIZE,4.0,8,AS8,Z,14.7,9.7,12.5,23,288
1446,GMC,Acadia AWD,SUV - STANDARD,3.6,6,A6,X,13.5,,11.7,24,275
1447,LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,10.8,8.8,9.9,29,231
1448,BUICK,Envision AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.6,10.0,28,234
1449,ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.5,11.4,14.7,19,345
1450,CHEVROLET,Corvette Z06,TWO-SEATER,6.2,8,M7,Z,15.9,10.6,13.5,21,318
1451,AUDI,A8,MID-SIZE,3.0,6,AS8,Z,12.6,8.0,10.5,27,246
1452,CADILLAC,CT4,COMPACT,2.7,4,AS10,Z,11.5,8.0,9.9,29,232
1453,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.6,6.7,8.3,34,191
1454,HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,M6,X,8.5,6.0,7.4,38,172
1455,VOLVO,XC40 T5 AWD,SUV - SMALL,2.0,4,AS8,Z,10.7,7.7,9.4,30,219
